"id","time","accX","accY","accZ","gyroX","gyroY","gyroZ","rot1","rot2","rot3","rot4","rot5","rot6","rot7","rot8","rot9"
"404","4525620616013","10.0457","0.190536","-0.603485","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525637553269","10.0457","0.190536","-0.603485","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525662638718","10.0457","0.190536","-0.603485","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525673319870","10.0457","0.190536","-0.603485","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525687785202","10.0457","0.209702","-0.584335","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525704630905","9.98822","0.267181","-0.641815","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525721415573","9.96906","0.362961","-0.62265","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525738200241","9.94991","0.401291","-0.62265","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525754954392","10.0265","0.286331","-0.546021","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525771708542","10.0457","0.228867","-0.546021","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525788554245","10.0074","0.267181","-0.546021","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525805399948","10.0265","0.382126","-0.584335","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525822184616","9.98822","0.401291","-0.584335","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525838908249","9.96906","0.343811","-0.526855","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525855631882","9.93074","0.228867","-0.526855","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525872508103","10.0074","0.209702","-0.56517","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525889292771","10.0457","0.267181","-0.62265","0","0","0","0","0","0","0","0","0","0","0","0"
"404","4525906077438","10.0265","0.324646","-0.507706","0","0","0","0.0374734","-0.984225","0.172908","-0.0526353","-0.174734","-0.983208","0.99791","0.027743","-0.0583528"
"404","4525922831589","9.98822","0.420441","-0.354431","0","0","0","0.0380088","-0.983208","0.178487","-0.0518275","-0.180315","-0.982243","0.997932","0.0280833","-0.0578107"
"404","4525939585739","10.0074","0.362961","-0.335281","0","0","0","0.0399828","-0.975507","0.216304","-0.0503203","-0.218168","-0.974613","0.997932","0.0280833","-0.0578107"
"404","4525956431442","10.0457","0.267181","-0.450226","0","0","0","0.0426983","-0.963594","0.263937","-0.0457781","-0.265787","-0.962944","0.998039","0.0290336","-0.0554602"
"404","4525973185593","10.1415","0.190536","-0.546021","0","0","0","0.043233","-0.958318","0.282415","-0.0446017","-0.284249","-0.957713","0.998069","0.0288086","-0.0550316"
"404","4525989970261","10.0648","0.248016","-0.488541","0","0","0","0.0402165","-0.972423","0.229731","-0.0468929","-0.2315","-0.971704","0.99809","0.0283058","-0.0549099"
"404","4526006693894","9.87326","0.382126","-0.335281","0","0","0","0.0417412","-0.963088","0.265932","-0.044924","-0.267704","-0.962453","0.998118","0.0282273","-0.05444"
"404","4526023539597","9.8158","0.516235","-0.258636","0","0","0","0.0438824","-0.948887","0.312552","-0.0428349","-0.314353","-0.948339","0.998164","0.0290003","-0.0531722"
"404","4526040324265","10.0457","0.362961","-0.201172","0","0","0","0.0399303","-0.975197","0.217709","-0.0455398","-0.219432","-0.974564","0.998164","0.0290003","-0.0531722"
"404","4526057139450","10.1223","0.228867","-0.431061","0","0","0","0.0406162","-0.975495","0.216242","-0.0438251","-0.217952","-0.974975","0.998213","0.030123","-0.0516035"
"404","4526073863083","10.1032","0.152222","-0.507706","0","0","0","0.0442016","-0.951712","0.303793","-0.0386707","-0.305492","-0.951409","0.998274","0.0303059","-0.0503066"
"404","4526090617233","9.98822","0.248016","-0.431061","0","0","0","0.0436654","-0.951401","0.304842","-0.0386204","-0.306513","-0.951083","0.998299","0.0297563","-0.0501275"
"404","4526107554489","9.93074","0.324646","-0.335281","0","0","0","0.0425015","-0.955107","0.293197","-0.0391167","-0.294828","-0.954749","0.99833","0.0291094","-0.0498913"
"404","4526124308640","9.91159","0.439606","-0.354431","0","0","0","0.0412492","-0.96464","0.260322","-0.0396829","-0.26192","-0.964273","0.998361","0.0294452","-0.0490837"
"404","4526141032272","9.96906","0.420441","-0.373596","0","0","0","0.0431617","-0.954772","0.29419","-0.0372622","-0.295798","-0.954524","0.998373","0.0302368","-0.048344"
"404","4526157816940","10.0265","0.343811","-0.411911","0","0","0","0.0430716","-0.957907","0.28383","-0.0369444","-0.285427","-0.957688","0.998389","0.0307632","-0.0476831"
"404","4526174571091","10.1223","0.152222","-0.507706","0","0","0","0.0419055","-0.965052","0.258685","-0.0380231","-0.260265","-0.964788","0.998398","0.0305939","-0.0476009"
"404","4526191416794","10.0648","0.171387","-0.392746","0","0","0","0.040754","-0.967279","0.250422","-0.038804","-0.251973","-0.966956","0.998415","0.0296899","-0.0478032"
"404","4526208170944","10.0074","0.248016","-0.450226","0","0","0","0.0449596","-0.93174","0.360333","-0.0338419","-0.361911","-0.931598","0.998415","0.0296899","-0.0478032"
"404","4526224986130","9.89243","0.362961","-0.335281","0","0","0","0.0435356","-0.938707","0.341955","-0.0347714","-0.343496","-0.93851","0.998447","0.0289683","-0.0475945"
"404","4526241679245","9.83495","0.382126","-0.316116","0","0","0","0.0393988","-0.970234","0.238942","-0.039204","-0.240444","-0.969871","0.998454","0.0288442","-0.0475103"
