"id","time","accX","accY","accZ","gyroX","gyroY","gyroZ","rot1","rot2","rot3","rot4","rot5","rot6","rot7","rot8","rot9"
"3","327669654429425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","327669669749249","9.93074","0.650345","0.00956726","0","0","0","0","0","0","0","0","0","0","0","0"
"3","327669679026593","10.0265","0.650345","0.0478973","0","0","0","0.0586401","-0.786802","0.614413","0.0395696","-0.613156","-0.78897","0.997495","0.0705773","-0.00482204"
"3","327669694926251","10.0074","0.669495","0.0862122","0","0","0","0.050336","-0.756148","0.652462","0.0454333","-0.65088","-0.75782","0.997698","0.0677891","0.00159157"
"3","327669711741437","9.94991","0.669495","0.0287323","0","0","0","0.0513164","-0.791682","0.608774","0.0436438","-0.607217","-0.793336","0.997728","0.0672803","0.0033918"
"3","327669728526104","9.98822","0.516235","-0.0862122","0","0","0","0.0516025","-0.804758","0.591356","0.0419968","-0.589872","-0.805871","0.997832","0.0657341","0.00310504"
"3","327669745280255","10.0074","0.49707","-0.0862122","0","0","0","0.0511392","-0.804252","0.592084","0.0414173","-0.590641","-0.805871","0.997832","0.0657341","0.00310504"
"3","327669762064923","10.084","0.49707","-0.143692","0","0","0","0.051096","-0.803637","0.592922","0.0414705","-0.591478","-0.805254","0.997832","0.0657341","0.00310504"
"3","327669778849591","10.1032","0.61203","-0.00958252","0","0","0","0.0487485","-0.772395","0.633269","0.042828","-0.631823","-0.773929","0.997892","0.0648495","0.00227975"
"3","327669795634259","10.1606","0.592865","0.00956726","0","0","0","0.0497508","-0.788746","0.612703","0.0399093","-0.611402","-0.790313","0.997964","0.0637712","0.00106051"
"3","327669813548077","10.2756","0.535385","-0.0670624","0","0","0","0.0490442","-0.77991","0.623967","0.0403055","-0.622665","-0.78145","0.997983","0.0634749","0.000896612"
"3","327669830088604","10.1606","0.439606","-0.143692","0","0","0","0.0507097","-0.810186","0.583976","0.0370205","-0.582801","-0.811771","0.998027","0.0627837","0.000439787"
"3","327669845988263","9.87326","0.401291","-0.201172","0","0","0","0.0482145","-0.777097","0.627532","0.0384435","-0.626353","-0.778591","0.998097","0.0616639","-0.000325013"
"3","327669862925519","9.79663","0.420441","-0.124527","0","0","0","0.0491559","-0.798311","0.600236","0.035314","-0.599197","-0.799822","0.998167","0.0605127","-0.00126254"
"3","327669879618634","9.94991","0.63118","-0.201172","0","0","0","0.0479033","-0.778604","0.625685","0.0356345","-0.624673","-0.780073","0.998216","0.0596641","-0.00217875"
"3","327669896342267","10.084","0.68866","-0.182007","0","0","0","0.0470007","-0.746913","0.663259","0.0371838","-0.662224","-0.748382","0.998203","0.059837","-0.00335196"
