"id","time","accX","accY","accZ","gyroX","gyroY","gyroZ","rot1","rot2","rot3","rot4","rot5","rot6","rot7","rot8","rot9"
"9","333590150829967","9.4901","1.03351","-2.11699","0","0","0","-0.198162","0.907923","-0.369335","0.321486","0.416167","0.850559","0.925947","0.0498123","-0.374353"
"9","333590167614635","9.18356","1.35919","-2.74922","0","0","0","-0.20151","0.902043","-0.381724","0.309115","0.428368","0.849087","0.929431","0.0531026","-0.365155"
"9","333590183849986","8.18733","1.60826","-3.28566","0","0","0","-0.211398","0.887655","-0.409119","0.294128","0.456951","0.839455","0.932094","0.0571261","-0.357683"
"9","333590200665172","6.19487","2.02974","-4.78","0","0","0","-0.224137","0.878031","-0.422876","0.289048","0.474284","0.831568","0.930706","0.064154","-0.360098"
"9","333590217999156","7.15279","2.183","-3.03659","0","0","0","-0.252497","0.851087","-0.460322","0.282407","0.519845","0.806231","0.925468","0.0735723","-0.371612"
"9","333590234814342","12.6512","2.43207","0.910019","0","0","0","-0.267226","0.833549","-0.483515","0.266327","0.546104","0.794255","0.926099","0.083472","-0.36793"
"9","333590251599010","14.8544","-0.115982","1.63803","0","0","0","-0.241754","0.863952","-0.441749","0.250402","0.495379","0.831804","0.937472","0.0904773","-0.336095"
"9","333590268383678","16.1763","-4.57986","0.69928","0","0","0","-0.199323","0.897354","-0.393734","0.238588","0.434146","0.868673","0.950445","0.079206","-0.300633"
"9","333590285168345","15.1609","-4.94388","-0.201172","0","0","0","-0.143859","0.923677","-0.355141","0.234624","0.380477","0.894533","0.961382","0.0453624","-0.271452"
"9","333590301953013","11.9041","0.324646","-3.34312","0","0","0","-0.0875526","0.960591","-0.263817","0.238277","0.27734","0.930756","0.967243","0.0186287","-0.253168"
"9","333590318737681","10.8312","3.92641","-7.23225","0","0","0","-0.100493","0.948823","-0.299393","0.237662","0.315098","0.91882","0.966136","0.0211801","-0.257164"
"9","333590335491832","10.4672","4.75021","-8.51587","0","0","0","-0.129301","0.943697","-0.304495","0.251123","0.328225","0.910607","0.95928","0.0412766","-0.279424"
"9","333590352276500","9.64337","2.75775","-7.00237","0","0","0","-0.180032","0.909229","-0.375355","0.253841","0.411608","0.875296","0.950344","0.0623007","-0.304903"
"9","333590369061168","8.68546","-0.307571","-6.6192","0","0","0","-0.193835","0.910848","-0.364395","0.268587","0.40652","0.873271","0.943551","0.0713989","-0.323439"
"9","333590385845836","10.1798","-2.62573","-5.75706","0","0","0","-0.212657","0.882015","-0.420508","0.272564","0.466815","0.841304","0.938342","0.064294","-0.339677"
"9","333590402661021","12.3255","-2.70236","-4.51178","0","0","0","-0.192274","0.897707","-0.396425","0.294532","0.438129","0.849291","0.936099","0.046537","-0.348644"
"9","333590419415172","13.0152","-0.882324","-4.6842","0","0","0","-0.155887","0.928101","-0.338124","0.312998","0.371081","0.87426","0.936873","0.0304534","-0.348341"
"9","333590436230357","11.7891","2.16385","-6.84909","0","0","0","-0.151705","0.93054","-0.333289","0.317721","0.365205","0.875031","0.93597","0.0268534","-0.351055"
"9","333590452984508","10.6396","2.79607","-6.56172","0","0","0","-0.196574","0.887229","-0.417353","0.306016","0.459912","0.833568","0.931511","0.0361413","-0.361913"
"9","333590469769176","9.62421","2.12553","-6.2935","0","0","0","-0.205354","0.894525","-0.397058","0.314432","0.444498","0.838781","0.926802","0.0473992","-0.372547"
"9","333590486584361","8.97282","1.20593","-5.71875","0","0","0","-0.242337","0.853582","-0.461162","0.301557","0.518057","0.800425","0.922137","0.054906","-0.382948"
"9","333590503369029","8.2065","0.650345","-4.89494","0","0","0","-0.256408","0.84009","-0.478022","0.300894","0.539357","0.786484","0.918541","0.0578268","-0.391073"
"9","333590520153697","7.38269","0.516235","-4.20525","0","0","0","-0.275805","0.810148","-0.517293","0.291534","0.583321","0.75812","0.915937","0.0582846","-0.397068"
"9","333590536907847","6.71214","0.822769","-3.4964","0","0","0","-0.270097","0.826136","-0.494517","0.302516","0.560411","0.770989","0.914074","0.0586422","-0.401285"
"9","333590553723033","6.23318","1.1293","-2.9408","0","0","0","-0.273617","0.824843","-0.49474","0.302648","0.562075","0.769725","0.912983","0.0608778","-0.40343"
"9","333590570507701","6.23318","0.49707","-2.82585","0","0","0","-0.283947","0.81024","-0.512723","0.294709","0.582596","0.757448","0.912426","0.0639711","-0.404212"
"9","333590587292369","6.40561","-0.269257","-2.73006","0","0","0","-0.275825","0.82628","-0.491102","0.303214","0.559631","0.771281","0.91213","0.0638291","-0.4049"
"9","333590604016002","6.34814","-0.556625","-2.5768","0","0","0","-0.262433","0.844892","-0.46614","0.314151","0.531562","0.786607","0.91238","0.059993","-0.404923"
"9","333590620800670","6.11824","-0.844009","-2.42352","0","0","0","-0.257394","0.845616","-0.467634","0.316221","0.531004","0.786155","0.913101","0.0544759","-0.404079"
"9","333590637623791","5.92667","-1.3996","-1.8871","0","0","0","-0.254918","0.839249","-0.480289","0.315299","0.541695","0.7792","0.914113","0.0471974","-0.402702"
"9","333590654408459","6.17572","-1.85939","-1.50394","0","0","0","-0.210595","0.891656","-0.400749","0.341078","0.451201","0.824672","0.916142","0.0369852","-0.399144"
"9","333590671193127","6.88457","-1.59117","-1.1974","0","0","0","-0.172155","0.922831","-0.344594","0.354194","0.384411","0.852511","0.91919","0.0247113","-0.393039"
"9","333590687977795","8.05322","-1.15054","-1.08244","0","0","0","-0.148955","0.934461","-0.323413","0.353936","0.355777","0.864958","0.923332","0.0143718","-0.383734"
"9","333590704762463","9.4901","-0.978119","-1.42729","0","0","0","-0.121728","0.950181","-0.286946","0.351321","0.311627","0.882871","0.928308","0.00666011","-0.371753"
"9","333590721516613","9.31767","-0.958954","-1.84879","0","0","0","-0.0941406","0.965405","-0.243169","0.347374","0.260756","0.900743","0.932989","0.000325797","-0.359904"
"9","333590738331799","8.53218","-1.05475","-3.1707","0","0","0","-0.103139","0.951478","-0.289917","0.336364","0.307664","0.890058","0.936067","-0.00571801","-0.351775"
"9","333590755085949","8.4364","-0.824844","-3.36229","0","0","0","-0.0946241","0.954515","-0.282751","0.339484","0.29794","0.892179","0.93584","-0.0115679","-0.352235"
"9","333590771870617","10.563","-0.805695","-0.929184","0","0","0","-0.0909283","0.953988","-0.285727","0.339707","0.29942","0.891598","0.936126","-0.0159919","-0.351302"
"9","333590788655285","13.8582","-0.0202026","0.354416","0","0","0","-0.0811961","0.955015","-0.285224","0.323876","0.29592","0.89863","0.942609","-0.019412","-0.333334"
"9","333590805439953","15.0652","3.08345","-1.00581","0","0","0","-0.0560666","0.973002","-0.223883","0.302302","0.230254","0.924985","0.951562","-0.0158195","-0.30705"
"9","333590822255138","14.9885","6.12961","-0.354431","0","0","0","-0.0947362","0.949439","-0.299318","0.270227","0.313907","0.910187","0.958125","0.00534412","-0.286302"
"9","333590839009289","13.3218","4.80769","-2.84502","0","0","0","-0.125913","0.938915","-0.320288","0.238163","0.342025","0.909009","0.963029","0.0381749","-0.26668"
"9","333590855793957","11.54","-3.21964","-5.18233","0","0","0","-0.13081","0.947567","-0.291556","0.235989","0.31539","0.919151","0.962911","0.05143","-0.264872"
